OrganizationFormalName,ActivityStartDate,ProjectName,MonitoringLocationName,Latitude,Logitude,ResultIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasureUnit,AnalyticalMethod
Confederated Tribes of the Colville Reservation (Tribal),10/6/2006,Groundwater Ambient Monitoring,William Campobasso Well,48.46152,-118.7511,STORET-567113640,Arsenic,0.00500,mg/L,200.9
Confederated Tribes of the Colville Reservation (Tribal),10/6/2006,Groundwater Ambient Monitoring,Riverbank stabilization Well #DW-38,47.96574,-118.9806,STORET-567113892,Arsenic,0.01100,mg/L,200.9
Confederated Tribes of the Colville Reservation (Tribal),6/13/2006,Groundwater Ambient Monitoring,Inchelium City Well #4/5,48.31338,-118.2218,STORET-567113045,Lead,0.00200,mg/L,200.9
Lummi Tribe of the Lummi Reservation (Tribal),1/11/2006,Lummi Auto Recyclers Monitoring Program,SW100,48.757652,-122.619278,STORET-598703316,Lead,0.01000,mg/L,6020
Confederated Tribes of the Colville Reservation (Tribal),10/6/2006,Groundwater Ambient Monitoring,CCT Fish Hatchery Well,48.03006,-119.6879,STORET-567114081,Arsenic,0.00400,mg/L,200.9
Confederated Tribes of the Colville Reservation (Tribal),6/15/2006,Project EPABEACH (system generated);Groundwater Ambient Monitoring,Rainbow Beach Resort Well #1,48.28951,-118.3663,STORET-567113052,Arsenic,0.00300,mg/L,200.9
Confederated Tribes of the Colville Reservation (Tribal),6/12/2006,Groundwater Ambient Monitoring,Paschal Sherman Indian School Well #1,48.36463,-119.4448,STORET-567113472,Arsenic,0.00300,mg/L,200.9
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res A1,47.51589811,-121.8444247,STORET-921699530,Arsenic,1.34000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,180th Avenue SE Outfall Downstream,47.3802,-122.102,STORET-492853104,Iron,0.19300,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Big Soos Creek at Hatchery,47.31,-122.169,STORET-492856925,Zinc,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Covington Creek,47.3125,-122.108,STORET-492854236,Iron,0.08600,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Big Soos Creek at Hatchery,47.31,-122.169,STORET-492856908,Cadmium,0.00000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res A1,47.51589811,-121.8444247,STORET-921699532,Magnesium,1050.00000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),3/3/2014,Water Quality Monitoring,Milepost 18.4,46.72,-123.98,STORET-316645941,Copper,28.50000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Soosette Creek,47.3326,-122.156,STORET-492855558,Cadmium,0.00000,mg/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),3/3/2014,Water Quality Monitoring,Milepost 18.4,46.72,-123.98,STORET-316645942,Zinc,81.20000,ug/L,7010
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res B7x,47.52191808,-121.8371192,STORET-921700105,Copper,0.72100,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/18/2014,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598757751,Chromium,0.01000,mg/L,6020
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Little Soos Creek,47.3582,-122.125,STORET-492851330,Copper,0.00100,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Jenkins Creek at Kent-Black Diamond Rd.,47.3404,-122.13,STORET-492851233,Zinc,0.00000,mg/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),2/18/2014,Water Quality Monitoring,Milepost 18.4,46.72,-123.98,STORET-316645935,Lead,14.00000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,180th Avenue SE Outfall,47.3803,-122.102,STORET-492852050,Cadmium,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Timberlane Drive SE Outfall Downstream,47.3618,-122.097,STORET-492853615,Iron,0.22500,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/12/2014,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-868129443,Iron,0.01670,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/6/2014,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-598759811,Tin,0.00179,mg/L,6020
Muckleshoot Indian Tribe (Tribal),2/13/2014,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-513387563,Zinc,5.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/27/2014,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598759092,Chromium,0.01000,mg/L,6020
Lummi Tribe of the Lummi Reservation (Tribal),8/6/2014,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-598759805,Arsenic,0.00165,mg/L,6020
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Big Soos Creek @SE 272nd St.,47.358,-122.129,STORET-492853271,Cadmium,0.00000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res Basket,47.5212,-121.842,STORET-921700393,Magnesium,1960.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res C8,47.5170893,-121.8402976,STORET-921700677,Copper,2.79000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/17/2014,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-513385263,Copper,4.90000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Big Soos Creek @SE 272nd St.,47.358,-122.129,STORET-492853262,Lead,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Big Soos Creek at Hatchery,47.31,-122.169,STORET-492856911,Lead,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Soosette Creek,47.3326,-122.156,STORET-492855568,Iron,0.44200,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Covington Creek,47.3125,-122.108,STORET-492854239,Zinc,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,180th Avenue SE Outfall,47.3803,-122.102,STORET-492852044,Copper,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,180th Avenue SE Outfall Downstream,47.3802,-122.102,STORET-492853109,Zinc,0.00900,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Jenkins Creek at Kent-Black Diamond Rd.,47.3404,-122.13,STORET-492851244,Copper,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Jenkins Creek at Kent-Black Diamond Rd.,47.3404,-122.13,STORET-492851229,Lead,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,156th Avenue SE Outfall,47.3611,-122.13,STORET-492852413,Cadmium,0.00000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res Parking Lot,47.5215,-121.843,STORET-921701534,Copper,2.83000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res A1,47.51589811,-121.8444247,STORET-921699531,Copper,11.10000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,180th Avenue SE Outfall,47.3803,-122.102,STORET-492852058,Iron,0.16800,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Timberlane Drive SE Outfall,47.3618,-122.097,STORET-492852759,Lead,0.00000,mg/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),3/3/2014,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-316645843,Zinc,17.60000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Jenkins Creek at Kent-Black Diamond Rd.,47.3404,-122.13,STORET-492851232,Iron,0.10100,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,156th Avenue SE Outfall,47.3611,-122.13,STORET-492852420,Lead,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Timberlane Drive SE Outfall Downstream,47.3618,-122.097,STORET-492853620,Copper,0.00100,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/17/2014,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-513387083,Copper,14.40000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res A6,47.52230523,-121.8395362,STORET-921699818,Copper,4.55000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Timberlane Drive SE Outfall,47.3618,-122.097,STORET-492852762,Copper,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,156th Avenue SE Outfall,47.3611,-122.13,STORET-492852418,Zinc,0.01700,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/18/2014,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598757758,Lead,0.00060,mg/L,6020
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Big Soos Creek @SE 272nd St.,47.358,-122.129,STORET-492853276,Zinc,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Covington Creek,47.3125,-122.108,STORET-492854234,Copper,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),2/13/2014,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-513383660,Zinc,6.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res P1,47.52126147,-121.8426366,STORET-921701247,Copper,5.32000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,180th Avenue SE Outfall,47.3803,-122.102,STORET-492852057,Lead,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Timberlane Drive SE Outfall,47.3618,-122.097,STORET-492852755,Cadmium,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Big Soos Creek @SE 272nd St.,47.358,-122.129,STORET-492853274,Iron,0.10900,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),2/13/2014,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-513383184,Copper,2.20000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Little Soos Creek,47.3582,-122.125,STORET-492851325,Zinc,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Soosette Creek,47.3326,-122.156,STORET-492855570,Lead,0.00000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res C8,47.5170893,-121.8402976,STORET-921700678,Magnesium,622.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/17/2014,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-513382462,Zinc,0.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res P1,47.52126147,-121.8426366,STORET-921701248,Magnesium,1500.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,180th Avenue SE Outfall Downstream,47.3802,-122.102,STORET-492853107,Lead,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),2/13/2014,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-513383000,Zinc,7.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Big Soos Creek at Hatchery,47.31,-122.169,STORET-492856909,Copper,0.00000,mg/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),2/18/2014,Water Quality Monitoring,Milepost 18.4,46.72,-123.98,STORET-316645938,Zinc,7.00000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Timberlane Drive SE Outfall,47.3618,-122.097,STORET-492852770,Zinc,0.01400,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/17/2014,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-513385266,Zinc,6.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,180th Avenue SE Outfall Downstream,47.3802,-122.102,STORET-492853113,Copper,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Big Soos Creek @SE 272nd St.,47.358,-122.129,STORET-492853267,Copper,0.00100,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Timberlane Drive SE Outfall Downstream,47.3618,-122.097,STORET-492853609,Cadmium,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),2/13/2014,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-513387567,Copper,3.90000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Little Soos Creek,47.3582,-122.125,STORET-492851334,Iron,0.29900,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/17/2014,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-513382486,Copper,3.10000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Jenkins Creek at Kent-Black Diamond Rd.,47.3404,-122.13,STORET-492851247,Cadmium,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Covington Creek,47.3125,-122.108,STORET-492854238,Cadmium,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Big Soos Creek at Hatchery,47.31,-122.169,STORET-492856924,Iron,0.39200,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/8/2014,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-598758670,Arsenic,0.00194,mg/L,6020
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Soosette Creek,47.3326,-122.156,STORET-492855562,Copper,0.00100,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res A6,47.52230523,-121.8395362,STORET-921699819,Magnesium,2740.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res CB1,47.5199,-121.849,STORET-921700963,Copper,3.54000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,156th Avenue SE Outfall,47.3611,-122.13,STORET-492852421,Copper,0.00200,mg/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),2/18/2014,Water Quality Monitoring,Milepost 18.4,46.72,-123.98,STORET-316645932,Copper,2.50000,ug/L,7010
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res Basket,47.5212,-121.842,STORET-921700392,Copper,5.54000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Timberlane Drive SE Outfall Downstream,47.3618,-122.097,STORET-492853626,Zinc,0.04400,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/12/2014,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-868129444,Lead,0.00039,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res Parking Lot,47.5215,-121.843,STORET-921701533,Arsenic,1.15000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Timberlane Drive SE Outfall,47.3618,-122.097,STORET-492852771,Iron,0.02800,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/12/2014,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-868129440,Copper,0.00068,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Timberlane Drive SE Outfall Downstream,47.3618,-122.097,STORET-492853618,Lead,0.00100,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/17/2014,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-513384581,Copper,8.20000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),2/13/2014,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-513382964,Copper,8.10000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,180th Avenue SE Outfall,47.3803,-122.102,STORET-492852059,Zinc,0.00600,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),4/17/2014,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-513384548,Zinc,15.00000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),2/18/2014,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-316645831,Copper,11.00000,ug/L,7010
Lummi Tribe of the Lummi Reservation (Tribal),11/4/2014,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598761271,Chromium,0.01000,mg/L,6020
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res CB1,47.5199,-121.849,STORET-921700964,Magnesium,329.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Little Soos Creek,47.3582,-122.125,STORET-492851339,Lead,0.00000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res B7x,47.52191808,-121.8371192,STORET-921700106,Magnesium,4150.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,156th Avenue SE Outfall,47.3611,-122.13,STORET-492852409,Iron,0.24100,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/12/2014,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-868129437,Arsenic,0.00087,mg/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),2/18/2014,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-316645836,Zinc,16.00000,ug/L,7010
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),3/3/2014,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-316645841,Copper,6.70000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),4/24/2014,2015_Soos Creek Stormwater Monitoring,Covington Creek,47.3125,-122.108,STORET-492854240,Lead,0.00000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),1/29/2014,319,Res Parking Lot,47.5215,-121.843,STORET-921701535,Magnesium,243.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),2/13/2014,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-513383194,Zinc,0.00000,ug/L,200.8
